user_id,alias,mtm_all,allocation,max_loss,server,date,broker,algo,operator,sqoff_done,enabled,logged_in,qty_multiplier,available_margin,total_orders,total_lots,remark,index,dte,sno,cumulative_mtm
4101961,MS_MEENAKESHAVK,-410858.5,70000,70000,VS2,12-04-2024,IIFL_CDC,7,,1,1,1,1,13784450.5,248,6660,,SX,0DTE,7491,-410858.5
4101961,MS_MEENAKESHAVK,148808,138000,138000,VS2,16-04-2024,IIFL_CDC,7,,0,1,1,1,13706800.25,543,36960,,BNF,0DTE,7847,-262050.5
4101961,MS_MEENAKESHAVK,-1217680,138000,138000,VS2,18-04-2024,IIFL_CDC,7,,1,1,1,1,5426081.65,391,102600,,NF,0DTE,8130,-1479730.5
4101961,MS_MEENAKESHAVK,-33538,128000,128000,VS2,07-05-2024,IIFL_CDC,7,,0,1,1,1,12746774,71,13280,,FIN,0DTE,8342,-1513268.5
4101961,MS_MEENAKESHAVK,-125658.75,127000,127000,VS2,08-05-2024,IIFL_CDC,7,,0,1,1,1,12563776.25,508,38190,,BNF,0DTE,8473,-1638927.25
4101961,MS_MEENAKESHAVK,111005,127000,127000,VS2,09-05-2024,IIFL_CDC,7,,0,1,1,1,12525744.76,785,67700,,NF,0DTE,8500,-1527922.25
4101961,MS_MEENAKESHAVK,27250.5,60000,60000,VS2,10-05-2024,IIFL_CDC,7,,0,1,1,1,12491460.96,825,11760,,SX,0DTE,8679,-1500671.75
4101961,MS_MEENAKESHAVK,210545.75,100000,100000,VS2,15-05-2024,IIFL_CDC,7,,0,1,1,1,12542706.96,974,48110,,BNF,0DTE,9029,-1290126
4101961,MS_MEENAKESHAVK,-122251.25,120000,120000,VS2,16-05-2024,IIFL_CDC,7,,1,1,1,1,10155088.12,362,31600,,NF,0DTE,9228,-1412377.25
4101961,MS_MEENAKESHAVK,141740.75,60000,60000,VS2,17-05-2024,IIFL_CDC,7,,0,1,1,1,12879199,808,11250,,SX,0DTE,9273,-1270636.5
4101961,MSR_MEENAKESHAVK,279863,130000,130000,VS2,21-05-2024,IIFL_CDC,7,,0,1,1,1,13061598.74,727,97820,,FIN,0DTE,9494,-990773.5
4101961,MSR_MEENAKESHAVK,-69720.75,130000,130000,VS2,22-05-2024,IIFL_CDC,7,,1,1,1,1,13274032.25,456,29085,,BNF,0DTE,9795,-1060494.25
4101961,MSR_MEENAKESHAVK,106981.25,130000,130000,VS2,23-05-2024,IIFL_CDC,7,,1,1,1,1,5520781.42,417,39000,,NF,0DTE,9835,-953513
4101961,MSR_MEENAKESHAVK,75015,60000,60000,VS2,24-05-2024,IIFL_CDC,7,,1,1,1,1,8256667.69,390,10520,,SX,0DTE,10084,-878498
4101961,MSR_MEENAKESHAVK,-5775,130000,130000,VS2,28-05-2024,IIFL_CDC,7,,0,1,1,1,13525740,488,111860,,FIN,0DTE,10495,-884273
4101961,MSR_MEENAKESHAVK,189737.25,130000,130000,VS2,29-05-2024,IIFL_CDC,7,,1,1,1,1,2562295.79,320,22800,,BNF,0DTE,10520,-694535.75
4101961,MSR_MEENAKESHAVK,197961.25,130000,130000,VS2,30-05-2024,IIFL_CDC,7,,0,1,1,1,13614514,447,81500,,NF,0DTE,10760,-496574.5
4101961,MSR_MEENAKESHAVK,-38358.75,70000,70000,VS2,31-05-2024,IIFL_CDC,7,,0,1,1,1,13074656.25,660,13790,,BNF,0DTE,11140,-534933.25
4101961,MSR_MEENAKESHAVK,108768,130000,130000,VS2,05-06-2024,IIFL_CDC,7,,1,1,1,1,11219730.8,210,13200,,BNF,0DTE,11250,-426165.25
4101961,MSR_MEENAKESHAVK,-144798.75,130000,130000,VS2,06-06-2024,IIFL_CDC,7,,1,1,1,1,10050598.51,339,31950,,NF,0DTE,11661,-570964
4101961,MSR_MEENAKESHAVK,12600,70000,70000,VS2,07-06-2024,IIFL_CDC,7,,0,1,1,1,13631642.6,705,13530,,SX,0DTE,11768,-558364
4101961,MSR_MEENAKESHAVK,75268.5,140000,140000,VS2,11-06-2024,IIFL_CDC,7,,0,1,1,1,13852295.51,563,112400,,FIN,0DTE,12157,-483095.5
4101961,MSR_MEENAKESHAVK,127700.75,140000,140000,VS2,12-06-2024,IIFL_CDC,7,,0,1,1,1,13189413.72,690,51530,,BNF,0DTE,12265,-355394.75
4101961,MSR_MEENAKESHAVK,137288.75,140000,140000,VS2,13-06-2024,IIFL_CDC,7,,1,1,1,1,8463901.15,433,63600,,NF,0DTE,12500,-218106
4101961,MSR_MEENAKESHAVK,68996.75,70000,70000,VS2,14-06-2024,IIFL_CDC,7,,0,1,1,1,14252317.85,822,16540,,SX,0DTE,12780,-149109.25
4101961,MSR_MEENAKESHAVK,-121774,140000,140000,vs2,18-06-2024,IIFL_CDC,7,,1,1,1,1,8652057.81,358,75040,,FIN,0DTE,13140,-270883.25
4101961,MSR_MEENAKESHAVK,-169126.5,140000,140000,VS2,19-06-2024,IIFL_CDC,7,,1,1,1,1,5899279.72,593,31560,,BNF,0DTE,13388,-440009.75
4101961,MSR_MEENAKESHAVK,48952.5,140000,140000,VS2,20-06-2024,IIFL_CDC,7,,0,1,1,1,13868055.31,872,68500,,NF,0DTE,13434,-391057.25
4101961,MSR_MEENAKESHAVK,-163539,140000,140000,VS2,21-06-2024,IIFL_CDC,7,,1,1,1,1,7984444.34,531,17320,,SX,0DTE,13900,-554596.25
4101961,MSR_MEENAKESHAVK,-279534,140000,140000,VS2,25-06-2024,IIFL_CDC,7,,1,1,1,1,13294226,307,50800,,FIN,0DTE,14198,-834130.25
4101961,MSR_MEENAKESHAVK,196033.5,100000,100000,VS2,26-06-2024,IIFL_CDC,7,,1,1,1,1,7271856.04,668,27780,,BNF,0DTE,14372,-638096.75
4101961,MSR_MEENAKESHAVK,-104990,100000,100000,VS2,27-06-2024,IIFL_CDC,7,,1,1,1,1,13720596,552,33250,,NF,0DTE,14652,-743086.75
4101961,MSR_MEENAKESHAVK,78661.25,70000,70000,VS2,28-06-2024,IIFL_CDC,7,,0,1,1,1,13447505.64,1074,16030,,BNF,0DTE,14742,-664425.5
4101961,MSR_MEENAKESHAVK,104864,70000,70000,VS2,02-07-2024,IIFL_CDC,7,,0,1,1,1,13845574.43,842,52820,,FIN,0DTE,15131,-559561.5
4101961,MSR_MEENAKESHAVK,202851.75,70000,70000,VS2,03-07-2024,IIFL_CDC,7,,0,1,1,1,13417722.07,882,20540,,BNF,0DTE,15329,-356709.75
4101961,MSR_MEENAKESHAVK,75278.75,70000,70000,VS2,04-07-2024,IIFL_CDC,7,,0,1,1,1,14124755.71,1041,39775,,NF,0DTE,15547,-281431
4101961,MSRF_MEENAKESHAVK,46196,70000,70000,VS2,05-07-2024,IIFL_CDC,7,,1,1,1,1,7282168.71,575,11580,,BNF,0DTE,15841,-235235
4101961,MSRF_MEENAKESHAVK,53013.75,70000,70000,VS2,09-07-2024,IIFL_CDC,7,,0,1,1,1,12598617.88,1089,62060,,FIN,0DTE,16081,-182221.25
4101961,MSRF_MEENAKESHAVK,23776,70000,70000,VS2,10-07-2024,IIFL_CDC,7,,0,1,1,1,12643269,1064,23580,,BNF,0DTE,16414,-158445.25
4101961,MSRF_MEENAKESHAVK,-48295,70000,70000,VS2,11-07-2024,IIFL_CDC,7,,1,1,1,1,10210051.77,464,20600,,NF,0DTE,16623,-206740.25
4101961,MSRF_MEENAKESHAVK,-90338,70000,70000,VS2,12-07-2024,IIFL_CDC,7,,1,1,1,1,11586217.54,244,3800,,SX,0DTE,16883,-297078.25
4101961,MSRF_MEENAKESHAVK,165915.75,90000,60000,VS2,16-07-2024,IIFL_CDC,7,,0,1,1,1,12585935.75,1175,34755,,BNF,0DTE,17050,-131162.5
4101961,MSRF_MEENAKESHAVK,-63471.25,90000,63000,VS2,18-07-2024,IIFL_CDC,7,,1,1,1,1,10740230.29,433,26950,,NF,0DTE,17419,-194633.75
4101961,MSRF_MEENAKESHAVK,45831.5,60000,42000,VS2,19-07-2024,IIFL_CDC,7,,0,1,1,1,12672052,308,6240,,SX,0DTE,17512,-148802.25
4101961,MSRF_MEENAKESHAVK,-170882,90000,90000,VS2,23-07-2024,IIFL_CDC,7,,1,1,1,1,8766142.24,230,21280,,FIN,0DTE,17985,-319684.25
4101961,MSRF_MEENAKESHAVK,-59542,90000,90000,VS2,24-07-2024,IIFL_CDC,7,,0,1,1,1,12359319,276,8630,,BNF,0DTE,18215,-379226.25
4101961,MSRF_MEENAKESHAVK,124620,90000,63000,VS2,25-07-2024,IIFL_CDC,7,,0,1,1,1,12453951.75,995,57375,,NF,0DTE,18468,-254606.25
4101961,MSRF_MEENAKESHAVK,96492.5,90000,63000,VS2,26-07-2024,IIFL_CDC,7,,0,1,1,1,10558428.08,1111,22920,,SX,0DTE,18561,-158113.75
4101961,MSRF_MEENAKESHAVK,-65355,90000,63000,VS2,30-07-2024,IIFL_CDC,7,,1,1,1,1,12716537.42,470,26350,,FIN,0DTE,19009,-223468.75
4101961,MSRF_MEENAKESHAVK,-97093.25,90000,63000,VS2,31-07-2024,IIFL_CDC,7,,1,1,1,1,12130017.49,694,24180,,BNF,0DTE,19274,-320562
4101961,MSRF_MEENAKESHAVK,103472.5,90000,63000,VS2,01-08-2024,IIFL_CDC,7,,0,1,1,1,12718894.33,1191,56300,,NF,0DTE,19505,-217089.5
4101961,MSRF_MEENAKESHAVK,74297,90000,63000,VS2,02-08-2024,IIFL_CDC,7,,0,1,1,1,12390307.77,1057,20450,,SX,0DTE,19571,-142792.5
4101961,MSRF_MEENAKESHAVK,-17273.75,90000,63000,VS2,06-08-2024,IIFL_CDC,7,,0,1,1,1,12624338.6,860,42250,,FIN,0DTE,19947,-160066.25
4101961,MSRF_MEENAKESHAVK,-66509.25,90000,63000,VS2,07-08-2024,IIFL_CDC,7,,1,1,1,1,10800054.97,304,9690,,BNF,0DTE,20282,-226575.5
4101961,MSRF_MEENAKESHAVK,-69545,90000,63000,VS2,08-08-2024,IIFL_CDC,7,,1,1,1,1,10265020.44,231,13150,,NF,0DTE,20517,-296120.5
4101961,MSRF_MEENAKESHAVK,154741.5,60000,42000,VS2,09-08-2024,IIFL_CDC,7,,0,1,1,1,12530388.27,1075,13310,,SX,0DTE,20610,-141379
4101961,MSRF_MEENAKESHAVK,103900,90000,63000,VS2,13-08-2024,IIFL_CDC,7,,0,1,1,1,12081605.18,1012,50650,,FIN,0DTE,21059,-37479
4101961,MSRF_MEENAKESHAVK,104046,90000,63000,VS2,14-08-2024,IIFL_CDC,7,,0,1,1,1,12782051.56,907,25730,,BNF,0DTE,21183,66567
4101961,MSRF_MEENAKESHAVK,-96885,90000,63000,VS2,16-08-2024,IIFL_CDC,7,,1,1,1,1,10586228.5,347,7020,,SX,0DTE,21548,-30318
4101961,MSRF_MEENAKESHAVK,118737.5,90000,63000,VS2,20-08-2024,IIFL_CDC,7,,0,1,1,1,12874913,1028,51150,,FIN,0DTE,21845,88419.5
4101961,MSRF_MEENAKESHAVK,-76572.75,90000,63000,VS2,21-08-2024,IIFL_CDC,7,,1,1,1,1,11416389.98,346,10920,,BNF,0DTE,22112,11846.75
4101961,MSRF_MEENAKESHAVK,81130,100000,70000,VS2,22-08-2024,IIFL_CDC,7,,0,1,1,1,11571963.1,944,49200,,NF,0DTE,22274,92976.75
4101961,MSRF_MEENAKESHAVK,126735.5,100000,70000,VS2,23-08-2024,IIFL_CDC,7,,0,1,1,1,13075131.7,1106,23640,,SX,0DTE,22440,219712.25
4101961,MSRF_MEENAKESHAVK,-91160,130000,91000,VS2,27-08-2024,IIFL_CDC,7,,1,1,1,1,12428525.7,224,16350,,FIN,0DTE,22921,128552.25
4101961,MSRF_MEENAKESHAVK,123164.25,130000,91000,VS2,28-08-2024,IIFL_CDC,7,,0,1,1,1,13146499,1099,44740,,BNF,0DTE,23136,251716.5
4101961,MSRF_MEENAKESHAVK,-288077.5,130000,91000,VS2,29-08-2024,IIFL_CDC,7,,1,1,1,1,6725299.35,562,53500,,NF,0DTE,23418,-36361
4101961,MSRF_MEENAKESHAVK,151235.5,70000,49000,VS2,30-08-2024,IIFL_CDC,7,,0,1,1,1,13011330.6,1099,15770,,SX,0DTE,23671,114874.5
4101961,MSRF_MEENAKESHAVK,-119445,130000,91000,VS2,03-09-2024,IIFL_CDC,1,,1,1,1,1,11413722.79,232,19900,,FIN,0DTE,23986,-4570.5
4101961,MSRF_MEENAKESHAVK,277819,130000,91000,VS2,04-09-2024,IIFL_CDC,1,,0,1,1,1,13001081.37,1035,41620,,BNF,0DTE,24086,273248.5
4101961,MSRF_MEENAKESHAVK,164725,130000,91000,VS2,05-09-2024,IIFL_CDC,1,,0,1,1,1,13319650.74,1053,71200,,NF,0DTE,24297,437973.5
4101961,MSRF_MEENAKESHAVK,127921.5,130000,91000,VS2,06-09-2024,IIFL_CDC,1,,1,1,1,1,13539760,1053,29600,,SX,0DTE,24607,565895
4101961,MSRF_MEENAKESHAVK,-39342.5,130000,91000,VS2,10-09-2024,IIFL_CDC,1,,0,1,1,1,13506626.18,1064,74950,,FIN,0DTE,25029,526552.5
4101961,MSRF_MEENAKESHAVK,-50727,130000,91000,VS2,11-09-2024,IIFL_CDC,1,,0,1,1,1,13491840,831,38780,,BNF,0DTE,25247,475825.5
4101961,MSRF_MEENAKESHAVK,-104457.5,130000,91000,VS2,12-09-2024,IIFL_CDC,1,,1,1,1,1,13425703.5,276,27150,,NF,0DTE,25522,371368
4101961,MSRF_MEENAKESHAVK,68189,130000,91000,VS2,13-09-2024,IIFL_CDC,1,,0,1,1,1,11938495.06,1268,35970,,SX,0DTE,25750,439557
4101961,MSRF_MEENAKESHAVK,155147.5,140000,98000,VS12,17-09-2024,IIFL_CDC,1,,0,1,1,1,13835135.63,892,64500,,FIN,0DTE,25945,594704.5
4101961,MSRF_MEENAKESHAVK,59176.25,140000,98000,VS12,18-09-2024,IIFL_CDC,1,,0,1,1,1,13805461.06,1047,45510,,BNF,0DTE,26294,653880.75
4101961,MSRF_MEENAKESHAVK,236198.75,140000,98000,VS12,19-09-2024,IIFL_CDC,1,,0,1,1,1,15767671.38,1238,86250,,NF,0DTE,26424,890079.5
4101961,MSRF_MEENAKESHAVK,-94672,140000,98000,VS12,20-09-2024,IIFL_CDC,1,,0,1,1,1,16047403,538,17080,,SX,0DTE,26819,795407.5
4101961,MSRF_MEENAKESHAVK,-172468.75,160000,112000,VS12,24-09-2024,IIFL_CDC,1,,1,1,1,1,16073760.25,544,60850,,FIN,0DTE,27216,622938.75
4101961,MSRF_MEENAKESHAVK,239332.5,160000,112000,VS12,25-09-2024,IIFL_CDC,1,,0,1,1,1,16138607,1106,76660,,BNF,0DTE,27309,862271.25
4101961,MSRF_MEENAKESHAVK,-191066.25,160000,112000,VS12,26-09-2024,IIFL_CDC,1,,1,1,1,1,9149600.54,327,47300,,NF,0DTE,27741,671205
4101961,MSRF_MEENAKESHAVK,194443,160000,112000,VS12,27-09-2024,IIFL_CDC,1,,0,1,1,1,15384163.61,897,60120,,SX,0DTE,27984,865648
4101961,MSRF_MEENAKESHAVK,-36245.75,160000,112000,VS12,01-10-2024,IIFL_CDC,1,,1,1,1,1,12803691.9,1029,54040,,BNF,0DTE,28285,829402.25
4101961,MSRF_MEENAKESHAVK,285185,160000,112000,VS12,03-10-2024,IIFL_CDC,1,,0,1,1,1,16249787,1121,112800,,NF,0DTE,28453,1114587.25
4101961,MSRF_MEENAKESHAVK,-116127,170000,119000,VS12,04-10-2024,IIFL_CDC,1,,1,1,1,1,15245055.25,231,7940,,SX,0DTE,28873,998460.25
4101961,MSRF_MEENAKESHAVK,237961.25,160000,112000,VS12,08-10-2024,IIFL_CDC,1,,0,1,1,1,15199113.15,932,76325,,FIN,0DTE,29207,1236421.5
4101961,MSRF_MEENAKESHAVK,-144313.5,160000,112000,VS12,09-10-2024,IIFL_CDC,1,,1,1,1,1,12882790.56,364,18855,,BNF,0DTE,29495,1092108
4101961,MSRF_MEENAKESHAVK,74433.75,150000,105000,VS12,10-10-2024,IIFL_CDC,1,,1,1,1,1,15471733,1102,91950,,NF,0DTE,29604,1166541.75
4101961,MSRF_MEENAKESHAVK,215717.5,160000,112000,VS12,11-10-2024,IIFL_CDC,1,,0,1,1,1,15264632.29,949,30330,,SX,0DTE,29822,1382259.25
4101961,MSRF_MEENAKESHAVK,-121516.25,170000,119000,VS12,15-10-2024,IIFL_CDC,1,,1,1,1,1,12404836.74,522,44225,,FIN,0DTE,30398,1260743
4101961,MSRF_MEENAKESHAVK,116746,170000,119000,VS12,16-10-2024,IIFL_CDC,1,,0,1,1,1,16855002,1191,92060,,BNF,0DTE,30459,1377489
4101961,MSRF_MEENAKESHAVK,224122.5,170000,119000,VS12,17-10-2024,IIFL_CDC,1,,0,1,1,1,16819682,1172,112400,,NF,0DTE,30907,1601611.5
4101961,MSRF_MEENAKESHAVK,131027.5,170000,119000,VS12,18-10-2024,IIFL_CDC,1,,0,1,1,1,16859123.81,1016,35010,,SX,0DTE,31076,1732639
4101961,MSR_MEENAKESHAVK,-136155,170000,119000,VS12,22-10-2024,IIFL_CDC,1,KUSUMS,1,1,1,1,15545076.62,254,23000,-,FIN,0DTE,31608,1596484
4101961,MSR_MEENAKESHAVK,76533.5,170000,119000,VS12,23-10-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,16562114,887,44940,-,BNF,0DTE,31729,1673017.5
4101961,MSR_MEENAKESHAVK,153018.75,170000,119000,VS12,24-10-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,16614693,1028,119550,-,NF,0DTE,31977,1826036.25
4101961,MSR_MEENAKESHAVK,5535.5,170000,119000,VS12,25-10-2024,IIFL_CDC,1,Kusums,0,1,1,1,16753737,895,31880,-,SX,0DTE,32230,1831571.75
4101961,MSR_MEENAKESHAVK,-116837.5,170000,119000,VS12,29-10-2024,IIFL_CDC,1,KusumS,1,1,1,1,16443670.5,218,22400,-,FIN,0DTE,32852,1714734.25
4101961,MSR_MEENAKESHAVK,-129545.25,170000,119000,VS12,30-10-2024,IIFL_CDC,1,KUSUMS,1,1,1,1,13426306.9,331,19170,-,BNF,0DTE,33145,1585189
4101961,MSR_MEENAKESHAVK,156732.5,160000,112000,VS12,31-10-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,16488010.37,892,33100,-,SX,0DTE,33213,1741921.5
4101961,MSR_MEENAKESHAVK,-125631.25,170000,119000,VS12,05-11-2024,IIFL_CDC,1,KUSUMS,1,1,1,1,16539970.75,215,19700,-,FIN,0DTE,33820,1616290.25
4101961,MSR_MEENAKESHAVK,79450.25,170000,119000,VS12,06-11-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,16606299,937,51330,-,BNF,0DTE,33954,1695740.5
4101961,MSR_MEENAKESHAVK,222591.25,170000,119000,VS12,07-11-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,16777117,940,95350,-,NF,0DTE,34339,1918331.75
4101961,MSR_MEENAKESHAVK,-38074.5,170000,119000,VS12,08-11-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,17122731.87,806,29940,-,SX,0DTE,34704,1880257.25
4101961,MSR_MEENAKESHAVK,-122187.5,170000,119000,VS12,12-11-2024,IIFL_CDC,1,KUSUMS,1,1,1,1,16765275.5,173,15700,-,FIN,0DTE,35086,1758069.75
4101961,MSR_MEENAKESHAVK,-118211.25,170000,119000,VS12,13-11-2024,IIFL_CDC,1,KUSUMS,1,1,1,1,16632448.75,187,11160,-,BNF,0DTE,35380,1639858.5
4101961,MSR_MEENAKESHAVK,-29449.5,160000,112000,VS12,14-11-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,16387314.32,771,24510,PORTFOLIO DIFF,SX,0DTE,35457,1610409
4101961,MSR_MEENAKESHAVK,95211.25,160000,112000,VS12,19-11-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,16272510.18,976,91725,-,FIN,0DTE,35975,1705620.25
4101961,MSR_MEENAKESHAVK,220385,160000,112000,VS12,21-11-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,16373090,1025,118750,-,NF,0DTE,36170,1926005.25
4101961,MSR_MEENAKESHAVK,-89828,170000,119000,VS12,22-11-2024,IIFL_CDC,1,KUSUMS,1,1,1,1,16488825,114,4200,-,SX,0DTE,36575,1836177.25
4101961,MSR_MEENAKESHAVK,30418.5,80000,56000,VS12,25-11-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,16153389.36,919,25620,-,BNX,0DTE,36867,1866595.75
4101961,MSR_MEENAKESHAVK,159515,170000,119000,VS12,26-11-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,16245281.32,897,94450,-,FIN,0DTE,37067,2026110.75
4101961,MSR_MEENAKESHAVK,-125011.5,170000,119000,VS12,27-11-2024,IIFL_CDC,1,KUSUMS,1,1,1,1,16391448.61,330,22200,SLIPPAGE,BNF,0DTE,37542,1901099.25
4101961,MSR_MEENAKESHAVK,-126283.75,170000,119000,VS12,28-11-2024,IIFL_CDC,1,KUSUMS,1,1,1,1,9382200.51,200,28500,SLIPPAGE,NF,0DTE,37852,1774815.5
4101961,MSR_MEENAKESHAVK,190650.5,170000,119000,VS12,29-11-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,16581187.18,820,32790,-,SX,0DTE,38027,1965466
4101961,MSR_MEENAKESHAVK,-115513.75,170000,119000,VS12,04-12-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,15875942.77,213,32850,-,NF,1DTE,38455,1849952.25
4101961,MSR_MEENAKESHAVK,-120228.75,170000,119000,VS12,05-12-2024,IIFL_CDC,1,KUSUMS,1,1,1,1,9786669.82,261,31600,-,NF,0DTE,38751,1729723.5
4101961,MSR_MEENAKESHAVK,394754.5,170000,119000,VS12,06-12-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,16649642.4,741,48770,-,SX,0DTE,39058,2124478
4101961,MSR_MEENAKESHAVK,-216.25,180000,126000,VS12,11-12-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,17533183.75,325,47600,PORTFOLIO DIFF,NF,0DTE,39193,2124261.75
4101961,MSR_MEENAKESHAVK,180398.75,180000,126000,VS12,12-12-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,17561554,905,121200,-,NF,1DTE,39502,2304660.5
4101961,MSR_MEENAKESHAVK,-293842.5,180000,126000,VS12,13-12-2024,IIFL_CDC,1,KUSUMS,1,1,1,1,11367886.99,330,13440,SLIPPAGE,SX,0DTE,39957,2010818
4101961,MSR_MEENAKESHAVK,-124998.75,180000,126000,VS12,18-12-2024,IIFL_CDC,1,KUSUMS,1,1,1,1,12181423.87,298,57300,-,NF,1DTE,40244,1885819.25
4101961,MSR_MEENAKESHAVK,234712.5,170000,119000,VS12,19-12-2024,IIFL_CDC,1,KUSUMS,1,1,1,1,17202873.76,937,86400,-,NF,1DTE,40385,2120531.75
4101961,MSR_MEENAKESHAVK,-132898,180000,126000,VS12,20-12-2024,IIFL_CDC,1,KUSUMS,1,1,1,1,15194835.47,214,7920,SLIPPAGE,SX,0DTE,40846,1987633.75
4101961,MSR_MEENAKESHAVK,96800.25,170000,119000,VS12,24-12-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,17042242,848,47300,-,BNF,0DTE,41037,2084434
4101961,MSR_MEENAKESHAVK,-164461.25,170000,119000,VS12,26-12-2024,IIFL_CDC,1,KUSUMS,1,1,1,1,11718333.03,496,68150,SLIPPAGE,NF,0DTE,41544,1919972.75
4101961,MSR_MEENAKESHAVK,271549,170000,119000,VS12,27-12-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,15909902.68,959,37920,-,SX,0DTE,41731,2191521.75
4101961,MSR_MEENAKESHAVK,-85916.25,90000,63000,VS12,30-12-2024,IIFL_CDC,1,KUSUMS,1,1,1,1,15850364.13,138,4860,SLIPPAGE,BNX,0DTE,42125,2105605.5
4101961,MSR_MEENAKESHAVK,275736.25,170000,119000,VS12,31-12-2024,IIFL_CDC,1,KUSUMS,0,1,1,1,17025334.94,902,92150,-,FIN,0DTE,42243,2381341.75
4101961,MSR_MEENAKESHAVK,-143336.25,180000,144000,VS12,01-01-2025,IIFL_CDC,1,KUSUMS,0,1,1,1,17138237.75,218,48300,,NF,1DTE,248,2238005.5
4101961,MSR_MEENAKESHAVK,337012.5,180000,126000,VS12,02-01-2025,IIFL_CDC,1,KUSUMS,1,1,1,1,17205838.25,1034,169200,,NF,0DTE,352,2575018
4101961,MSR_MEENAKESHAVK,-149701,180000,144000,VS7,03-01-2025,IIFL_CDC,7,CHETANB,1,1,1,1,11592724.45,205,10240,,SX,0DTE,803,2425317
4101961,MSR_MEENAKESHAVK,-301727,160000,128000,VS7,06-01-2025,IIFL_CDC,7,CHETANB,1,1,1,1,12568818.21,101,8640,SLIPPAGE,SX,1DTE,1066,2123590
4101961,MSR_MEENAKESHAVK,-48308,160000,128000,VS7,07-01-2025,IIFL_CDC,7,CHETANB,0,1,1,1,16130671.54,406,18820,TECHNICAL GLITCH (POSITION SQRD OFF BY MSTECH WITHOUT SL HIT),SX,0DTE,1373,2075282
4101961,MSR_MEENAKESHAVK,-149925,160000,128000,VS16,09-01-2025,IIFL_CDC,7,CHETANB,1,1,1,1,15367967.15,271,54150,,NF,0DTE,1574,1925357
4101961,MSR_MEENAKESHAVK,74025,160000,128000,VS16,14-01-2025,IIFL_CDC,7,CHETANB,0,1,1,1,16524828.91,649,27040,,SX,0DTE,2016,1999382
4101961,MSR_MEENAKESHAVK,74617.5,160000,128000,VS7,16-01-2025,IIFL_CDC,7,CHETANB,0,1,1,1,16814929,511,77100,,NF,0DTE,2317,2073999.5
4101961,MSR_MEENAKESHAVK,-145397,180000,144000,VS7,21-01-2025,IIFL_CDC,7,CHETANB,1,1,1,1,14632486.02,183,6960,,SX,0DTE,2598,1928602.5
4101961,MSR_MEENAKESHAVK,149823.75,160000,128000,VS7,23-01-2025,IIFL_CDC,7,CHETANB,0,1,1,1,16735261,525,80550,portfolio diff,NF,0DTE,3741,2078426.25
4101961,MSR_MEENAKESHAVK,-137876.5,170000,136000,VS7,28-01-2025,IIFL_CDC,7,CHETANB,1,1,1,1,16515367.5,202,8460,,SX,0DTE,3098,1940549.75
4101961,MSR_MEENAKESHAVK,290611.25,160000,128000,VS7,30-01-2025,IIFL_CDC,7,CHETANB,0,1,1,1,16350585,680,39050,,NF,0DTE,3264,2231161
4101961,MSR_MEENAKESHAVK,-119774,160000,128000,VS7,04-02-2025,IIFL_CDC,7,CHETANB,1,1,1,1,16787502,186,6960,,SX,0DTE,58,2111387
4101961,MSR_MEENAKESHAVK,387435,180000,144000,VS7,06-02-2025,IIFL_CDC,7,CHETANB,0,1,1,1,17057838,475,86850,,NF,0DTE,447,2498822
4101961,MSR_MEENAKESHAVK,145312,180000,144000,VS7,11-02-2025,IIFL_CDC,7,CHETANB,0,1,1,1,17101315.85,576,27740,PORTFOLIO DIIFF DUE TO ,SX,0DTE,758,2644134
4101961,MSR_MEENAKESHAVK,-157346.25,160000,176000,VS7,13-02-2025,IIFL_CDC,7,CHETANB,0,1,1,1,16822312.75,181,37050,SLIPPAGE,NF,0DTE,1064,2486787.75
4101961,MSR_MEENAKESHAVK,295580,160000,128000,VS7,18-02-2025,IIFL_CDC,7,CHETANB,0,1,1,1,16619893.03,566,25020,,SX,0DTE,1573,2782367.75
4101961,MSR_MEENAKESHAVK,319128.75,180000,144000,VS7,20-02-2025,IIFL_CDC,7,CHETANB,0,1,1,1,16423491.61,501,85500,,NF,0DTE,1869,3101496.5
4101961,MSR_MEENAKESHAVK,197915,180000,144000,VS7,25-02-2025,IIFL_CDC,7,CHETANB,0,1,1,1,17368653.95,461,23240,,SX,0DTE,2043,3299411.5
